tariff_id,rorn,rescom,tariff_reference,tariff_type,fit_type,supplier,state,notes,tariff_name,daily_fixed_rate,flat_rate,discount,demand_tariff,demand_type,demand_start,demand_end,demand_week,name_1,rate_1,start_1,end_1,week_1,name_2,rate_2,start_2,end_2,week_2,name_3,rate_3,start_3,end_3,week_3,name_4,rate_4,start_4,end_4,week_4,name_5,rate_5,start_5,end_5,week_5,name_6,rate_6,start_6,end_6,week_6,name_7,rate_7,start_7,end_7,week_7,name_8,rate_8,start_8,end_8,week_8,block__rate_1,high_1,block_rate_2,high_2,block_rate_3,fit_flat_rate,solar_cp_allocation,release_date,dlf,metering_sc_non_cap,metering_sc_cap
EA_BS_SB_PS_TOU,retail,com,ENE405904MS,TOU,Flat_Rate,EnergyAustralia,NSW,,Small Business Basic  Saver TOU PS,199.98,,11,,,,,,Peak,57.86,14:00,20:00,day,Shoulder_1,30.14,7:00,14:00,day,Shoulder_2,30.14,20:00,22:00,day,Shoulder_3,30.14,7:00,22:00,end,Off_Peak_1,16.698,0:00,7:00,both,Off_peak_2,16.698,22:00,23:59,both,,,,,,,,,,,,,,,,,,,,,
EA_FR_SB_PS_TOU,retail,com,ENE391079MS,TOU,Flat_Rate,EnergyAustralia,NSW,,Small Business Rate Fix TOU PS,169.983,,,,,,,,Peak,49.181,14:00,20:00,day,Shoulder_1,25.619,7:00,14:00,day,Shoulder_2,25.619,20:00,22:00,day,Shoulder_3,25.619,7:00,22:00,end,Off_Peak_1,14.19,0:00,7:00,both,Off_peak_2,14.19,22:00,23:59,both,,,,,,,,,,,,,,,,,,,,,
STS_15,retail,,,TOU,Flat_Rate,MR,NSW,,Solar_TOU_Solar_Period_15%,106.04,,15,,,,,,Peak1,60.39,0:00,6:00,both,Peak2,60.39,18:00,23:59,both,Shoulder1,27.456,6:00,10:00,both,Shoulder 2,27.456,14:00,18:00,both,Off_Peak_1,16.764,10:00,14:00,both,,,,,,,,,,,,,,,,,,,,,,,,,,
STS_20,retail,,,TOU,Flat_Rate,MR,NSW,,Solar_TOU_Solar_Period_20%,106.04,,20,,,,,,Peak1,60.39,0:00,6:00,both,Peak2,60.39,18:00,23:59,both,Shoulder1,27.456,6:00,10:00,both,Shoulder 2,27.456,14:00,18:00,both,Off_Peak_1,16.764,10:00,14:00,both,,,,,,,,,,,,,,,,,,,,,,,,,,
STS_25,retail,,,TOU,Flat_Rate,MR,NSW,,Solar_TOU_Solar_Period_20%,106.04,,25,,,,,,Peak1,60.39,0:00,6:00,both,Peak2,60.39,18:00,23:59,both,Shoulder1,27.456,6:00,10:00,both,Shoulder 2,27.456,14:00,18:00,both,Off_Peak_1,16.764,10:00,14:00,both,,,,,,,,,,,,,,,,,,,,,,,,,,
STS_30,retail,,,TOU,Flat_Rate,MR,NSW,,Solar_TOU_Solar_Period_20%,106.04,,30,,,,,,Peak1,60.39,0:00,6:00,both,Peak2,60.39,18:00,23:59,both,Shoulder1,27.456,6:00,10:00,both,Shoulder 2,27.456,14:00,18:00,both,Off_Peak_1,16.764,10:00,14:00,both,,,,,,,,,,,,,,,,,,,,,,,,,,
STS_35,retail,,,TOU,Flat_Rate,MR,NSW,,Solar_TOU_Solar_Period_20%,106.04,,35,,,,,,Peak1,60.39,0:00,6:00,both,Peak2,60.39,18:00,23:59,both,Shoulder1,27.456,6:00,10:00,both,Shoulder 2,27.456,14:00,18:00,both,Off_Peak_1,16.764,10:00,14:00,both,,,,,,,,,,,,,,,,,,,,,,,,,,
STS_40,retail,,,TOU,Flat_Rate,MR,NSW,,Solar_TOU_Solar_Period_20%,106.04,,40,,,,,,Peak1,60.39,0:00,6:00,both,Peak2,60.39,18:00,23:59,both,Shoulder1,27.456,6:00,10:00,both,Shoulder 2,27.456,14:00,18:00,both,Off_Peak_1,16.764,10:00,14:00,both,,,,,,,,,,,,,,,,,,,,,,,,,,
STC_15,retail,,,TOU,Flat_Rate,MR,NSW,,Solar_TOU_Combined_Period_15%,106.04,,15,,,,,,Peak,60.39,14:00,20:00,day,Shoulder1,27.456,7:00,10:00,both,Shoulder2,27.456,14:00,20:00,end,Off_Peak_1,16.764,0:00,7:00,both,Off_peak_2,16.764,10:00,14:00,both,Off Peak_3,16.764,20:00,23:59,both,,,,,,,,,,,,,,,,,,,,,
STC_20,retail,,,TOU,Flat_Rate,MR,NSW,,Solar_TOU_Combined_Period_20%,106.04,,20,,,,,,Peak,60.39,14:00,20:00,day,Shoulder1,27.456,7:00,10:00,both,Shoulder2,27.456,14:00,20:00,end,Off_Peak_1,16.764,0:00,7:00,both,Off_peak_2,16.764,10:00,14:00,both,Off Peak_3,16.764,20:00,23:59,both,,,,,,,,,,,,,,,,,,,,,
SBTd_15,retail,,,Solar_Block_Daily,Flat_Rate,MR,NSW,,Solar_Block_Daily,106.04,,15,,,,,,Peak,60.39,14:00,20:00,day,Shoulder1,27.456,7:00,10:00,both,Shoulder2,27.456,14:00,20:00,end,Off_Peak_1,16.764,0:00,7:00,both,Solar_1,12.5,10:00,14:00,both,Off Peak_3,16.764,20:00,23:59,both,,,,,,,,,,,,,,,,,,,,,
SIT_15_30,retail,,,Solar_Instantaneous,Flat_Rate,MR,NSW,,Solar_Instantaneous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,  ,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,,,,
SIT_15_FIT8_ppa1,retail,,,Solar_Inst_self_con_only,Flat_Rate,Allume,NSW,,Allume_Solar_Self_Con_1,106.04,,15,,,,,,Peak,60.39,14:00,20:00,day,Shoulder_1,27.456,7:00,14:00,day,Shoulder_2,27.456,20:00,22:00,day,Shoulder_3,27.456,7:00,22:00,end,Off_Peak_1,16.764,0:00,7:00,both,Off_peak_2,16.764,20:00,23:59,both,solar_sc,19.8,0:00,23:59,both,,,,,,,,,,,8,,,,,
SIT_15_FIT8_ppa2,retail,,,Solar_Inst_self_con_only,Flat_Rate,Allume,NSW,,Allume_Solar_Self_Con_2,106.04,,15,,,,,,Peak,60.39,14:00,20:00,day,Shoulder_1,27.456,7:00,14:00,day,Shoulder_2,27.456,20:00,22:00,day,Shoulder_3,27.456,7:00,22:00,end,Off_Peak_1,16.764,0:00,7:00,both,Off_peak_2,16.764,20:00,23:59,both,solar_sc,22,0:00,23:59,both,,,,,,,,,,,8,,,,,
SIT_15_FIT12_ppa1,retail,,,Solar_Inst_self_con_only,Flat_Rate,Allume,NSW,,Allume_Solar_Self_Con_1,106.04,,15,,,,,,Peak,60.39,14:00,20:00,day,Shoulder_1,27.456,7:00,14:00,day,Shoulder_2,27.456,20:00,22:00,day,Shoulder_3,27.456,7:00,22:00,end,Off_Peak_1,16.764,0:00,7:00,both,Off_peak_2,16.764,20:00,23:59,both,solar_sc,19.8,0:00,23:59,both,,,,,,,,,,,12,,,,,
SIT_15_FIT12_ppa2,retail,,,Solar_Inst_self_con_only,Flat_Rate,Allume,NSW,,Allume_Solar_Self_Con_2,106.04,,15,,,,,,Peak,60.39,14:00,20:00,day,Shoulder_1,27.456,7:00,14:00,day,Shoulder_2,27.456,20:00,22:00,day,Shoulder_3,27.456,7:00,22:00,end,Off_Peak_1,16.764,0:00,7:00,both,Off_peak_2,16.764,20:00,23:59,both,solar_sc,22,0:00,23:59,both,,,,,,,,,,,12,,,,,
SIT_15_ppa1,retail,,,Solar_Inst_self_con_only,Zero_Rate,Allume,NSW,,Allume_Solar_Self_Con_1,106.04,,15,,,,,,Peak,60.39,14:00,20:00,day,Shoulder_1,27.456,7:00,14:00,day,Shoulder_2,27.456,20:00,22:00,day,Shoulder_3,27.456,7:00,22:00,end,Off_Peak_1,16.764,0:00,7:00,both,Off_peak_2,16.764,20:00,23:59,both,solar_sc,19.8,0:00,23:59,both,,,,,,,,,,,0,,,,,
SIT_15_ppa2,retail,,,Solar_Inst_self_con_only,Zero_Rate,Allume,NSW,,Allume_Solar_Self_Con_2,106.04,,15,,,,,,Peak,60.39,14:00,20:00,day,Shoulder_1,27.456,7:00,14:00,day,Shoulder_2,27.456,20:00,22:00,day,Shoulder_3,27.456,7:00,22:00,end,Off_Peak_1,16.764,0:00,7:00,both,Off_peak_2,16.764,20:00,23:59,both,solar_sc,22,0:00,23:59,both,,,,,,,,,,,0,,,,,
EA310_12c,combined,,,TOU_Demand,Zero_Rate,EnergyAustralia,NSW,,,2643.4422,,,39.3159,kVA,14:00,20:00,day,Peak,16.3389,14:00,20:00,day,Shoulder_1,13.8157,7:00,14:00,day,Shoulder_2,13.8157,20:00,22:00,day,Off_peak_3,13.0258,0:00,7:00,day,Off_Peak_1,13.0258,22:00,23:59,day,Off_peak_2,13.0258,0:00,23:59,end,,,,,,,,,,,,,,,,0,,,,,
EA310_12c_FIT12,combined,,,TOU_Demand,Flat_Rate,EnergyAustralia,NSW,,,2643.4422,,,39.3159,kVA,14:00,20:00,day,Peak,16.3389,14:00,20:00,day,Shoulder_1,13.8157,7:00,14:00,day,Shoulder_2,13.8157,20:00,22:00,day,Off_peak_3,13.0258,0:00,7:00,day,Off_Peak_1,13.0258,22:00,23:59,day,Off_peak_2,13.0258,0:00,23:59,end,,,,,,,,,,,,,,,,12,,,,,
EA310_12c_FIT8,combined,,,TOU_Demand,Flat_Rate,EnergyAustralia,NSW,,,2643.4422,,,39.3159,kVA,14:00,20:00,day,Peak,16.3389,14:00,20:00,day,Shoulder_1,13.8157,7:00,14:00,day,Shoulder_2,13.8157,20:00,22:00,day,Off_peak_3,13.0258,0:00,7:00,day,Off_Peak_1,13.0258,22:00,23:59,day,Off_peak_2,13.0258,0:00,23:59,end,,,,,,,,,,,,,,,,8,,,,,
EA310_10c,combined,,,TOU_Demand,Zero_Rate,EnergyAustralia,NSW,,,2643.4422,,,39.3159,kVA,14:00,20:00,day,Peak,14.3389,14:00,20:00,day,Shoulder_1,11.8157,7:00,14:00,day,Shoulder_2,11.8157,20:00,22:00,day,Off_peak_3,11.0258,0:00,7:00,day,Off_Peak_1,11.0258,22:00,23:59,day,Off_peak_2,11.0258,0:00,23:59,end,,,,,,,,,,,,,,,,0,,,,,
EA310_10c_FIT12,combined,,,TOU_Demand,Flat_Rate,EnergyAustralia,NSW,,,2643.4422,,,39.3159,kVA,14:00,20:00,day,Peak,14.3389,14:00,20:00,day,Shoulder_1,11.8157,7:00,14:00,day,Shoulder_2,11.8157,20:00,22:00,day,Off_peak_3,11.0258,0:00,7:00,day,Off_Peak_1,11.0258,22:00,23:59,day,Off_peak_2,11.0258,0:00,23:59,end,,,,,,,,,,,,,,,,12,,,,,
EA310_10c_FIT8,combined,,,TOU_Demand,Flat_Rate,EnergyAustralia,NSW,,,2643.4422,,,39.3159,kVA,14:00,20:00,day,Peak,14.3389,14:00,20:00,day,Shoulder_1,11.8157,7:00,14:00,day,Shoulder_2,11.8157,20:00,22:00,day,Off_peak_3,11.0258,0:00,7:00,day,Off_Peak_1,11.0258,22:00,23:59,day,Off_peak_2,11.0258,0:00,23:59,end,,,,,,,,,,,,,,,,8,,,,,
EA310_8c,combined,,,TOU_Demand,Zero_Rate,EnergyAustralia,NSW,,,2643.4422,,,39.3159,kVA,14:00,20:00,day,Peak,12.3389,14:00,20:00,day,Shoulder_1,9.8157,7:00,14:00,day,Shoulder_2,9.8157,20:00,22:00,day,Off_peak_3,9.0258,0:00,7:00,day,Off_Peak_1,11.0258,22:00,23:59,day,Off_peak_2,11.0258,0:00,23:59,end,,,,,,,,,,,,,,,,0,,,,,
EA310_8c_FIT12,combined,,,TOU_Demand,Flat_Rate,EnergyAustralia,NSW,,,2643.4422,,,39.3159,kVA,14:00,20:00,day,Peak,12.3389,14:00,20:00,day,Shoulder_1,9.8157,7:00,14:00,day,Shoulder_2,9.8157,20:00,22:00,day,Off_peak_3,9.0258,0:00,7:00,day,Off_Peak_1,11.0258,22:00,23:59,day,Off_peak_2,11.0258,0:00,23:59,end,,,,,,,,,,,,,,,,12,,,,,
EA310_8c_FIT8,combined,,,TOU_Demand,Flat_Rate,EnergyAustralia,NSW,,,2643.4422,,,39.3159,kVA,14:00,20:00,day,Peak,12.3389,14:00,20:00,day,Shoulder_1,9.8157,7:00,14:00,day,Shoulder_2,9.8157,20:00,22:00,day,Off_peak_3,9.0258,0:00,7:00,day,Off_Peak_1,11.0258,22:00,23:59,day,Off_peak_2,11.0258,0:00,23:59,end,,,,,,,,,,,,,,,,8,,,,,
EA310_12c_FIT10,combined,,,TOU_Demand,Flat_Rate,EnergyAustralia,NSW,,,2643.4422,,,39.3159,kVA,14:00,20:00,day,Peak,16.3389,14:00,20:00,day,Shoulder_1,13.8157,7:00,14:00,day,Shoulder_2,13.8157,20:00,22:00,day,Off_peak_3,13.0258,0:00,7:00,day,Off_Peak_1,13.0258,22:00,23:59,day,Off_peak_2,13.0258,0:00,23:59,end,,,,,,,,,,,,,,,,10,,,,,
EA310_12c_FIT08,combined,,,TOU_Demand,Flat_Rate,EnergyAustralia,NSW,,,2643.4422,,,39.3159,kVA,14:00,20:00,day,Peak,16.3389,14:00,20:00,day,Shoulder_1,13.8157,7:00,14:00,day,Shoulder_2,13.8157,20:00,22:00,day,Off_peak_3,13.0258,0:00,7:00,day,Off_Peak_1,13.0258,22:00,23:59,day,Off_peak_2,13.0258,0:00,23:59,end,,,,,,,,,,,,,,,,8,,,,,
EA310_12c_FIT06,combined,,,TOU_Demand,Flat_Rate,EnergyAustralia,NSW,,,2643.4422,,,39.3159,kVA,14:00,20:00,day,Peak,16.3389,14:00,20:00,day,Shoulder_1,13.8157,7:00,14:00,day,Shoulder_2,13.8157,20:00,22:00,day,Off_peak_3,13.0258,0:00,7:00,day,Off_Peak_1,13.0258,22:00,23:59,day,Off_peak_2,13.0258,0:00,23:59,end,,,,,,,,,,,,,,,,6,,,,,
EA310_12c_FIT04,combined,,,TOU_Demand,Flat_Rate,EnergyAustralia,NSW,,,2643.4422,,,39.3159,kVA,14:00,20:00,day,Peak,16.3389,14:00,20:00,day,Shoulder_1,13.8157,7:00,14:00,day,Shoulder_2,13.8157,20:00,22:00,day,Off_peak_3,13.0258,0:00,7:00,day,Off_Peak_1,13.0258,22:00,23:59,day,Off_peak_2,13.0258,0:00,23:59,end,,,,,,,,,,,,,,,,4,,,,,
EA310_12c_FIT02,combined,,,TOU_Demand,Flat_Rate,EnergyAustralia,NSW,,,2643.4422,,,39.3159,kVA,14:00,20:00,day,Peak,16.3389,14:00,20:00,day,Shoulder_1,13.8157,7:00,14:00,day,Shoulder_2,13.8157,20:00,22:00,day,Off_peak_3,13.0258,0:00,7:00,day,Off_Peak_1,13.0258,22:00,23:59,day,Off_peak_2,13.0258,0:00,23:59,end,,,,,,,,,,,,,,,,2,,,,,
EA310_TOU10,combined,,,TOU_Demand,Zero_Rate,EnergyAustralia,NSW,,,2643.44223,,,39.31587,kVA,14:00,20:00,day,Peak,17.7199,14:00,20:00,day,Shoulder_1,15.19672,7:00,14:00,day,Shoulder_2,15.19672,20:00,22:00,day,Off_peak_3,11.10681,0:00,7:00,day,Off_Peak_1,11.10681,22:00,23:59,day,Off_peak_2,11.10681,0:00,23:59,end,,,,,,,,,,,,,,,,0,,,,,
EA310_TOU9,combined,,,TOU_Demand,Zero_Rate,EnergyAustralia,NSW,,,2643.44223,,,39.31587,kVA,14:00,20:00,day,Peak,16.6199,14:00,20:00,day,Shoulder_1,14.09672,7:00,14:00,day,Shoulder_2,14.09672,20:00,22:00,day,Off_peak_3,10.55681,0:00,7:00,day,Off_Peak_1,10.55681,22:00,23:59,day,Off_peak_2,10.55681,0:00,23:59,end,,,,,,,,,,,,,,,,0,,,,,
EA305_TOU10,combined,,,TOU_Demand,Zero_Rate,EnergyAustralia,NSW,,,2643.44223,,,39.31587,kVA,14:00,20:00,day,Peak,18.32402,14:00,20:00,day,Shoulder_1,15.38075,7:00,14:00,day,Shoulder_2,15.38075,20:00,22:00,day,Off_peak_3,10.96975,0:00,7:00,day,Off_Peak_1,10.96975,22:00,23:59,day,Off_peak_2,10.96975,0:00,23:59,end,,,,,,,,,,,,,,,,0,,,,,
EA305_TOU9,combined,,,TOU_Demand,Zero_Rate,EnergyAustralia,NSW,,,2643.44223,,,39.31587,kVA,14:00,20:00,day,Peak,17.22402,14:00,20:00,day,Shoulder_1,14.28075,7:00,14:00,day,Shoulder_2,14.28075,20:00,22:00,day,Off_peak_3,10.41975,0:00,7:00,day,Off_Peak_1,10.41975,22:00,23:59,day,Off_peak_2,10.41975,0:00,23:59,end,,,,,,,,,,,,,,,,0,,,,,
EA310_TOU10_FIT8,combined,,,TOU_Demand,Flat_Rate,EnergyAustralia,NSW,,,2643.44223,,,39.31587,kVA,14:00,20:00,day,Peak,17.7199,14:00,20:00,day,Shoulder_1,15.19672,7:00,14:00,day,Shoulder_2,15.19672,20:00,22:00,day,Off_peak_3,11.10681,0:00,7:00,day,Off_Peak_1,11.10681,22:00,23:59,day,Off_peak_2,11.10681,0:00,23:59,end,,,,,,,,,,,,,,,,8,,,,,
EA310_TOU9_FIT8,combined,,,TOU_Demand,Flat_Rate,EnergyAustralia,NSW,,,2643.44223,,,39.31587,kVA,14:00,20:00,day,Peak,16.6199,14:00,20:00,day,Shoulder_1,14.09672,7:00,14:00,day,Shoulder_2,14.09672,20:00,22:00,day,Off_peak_3,10.55681,0:00,7:00,day,Off_Peak_1,10.55681,22:00,23:59,day,Off_peak_2,10.55681,0:00,23:59,end,,,,,,,,,,,,,,,,8,,,,,
EA305_TOU10_FIT8,combined,,,TOU_Demand,Flat_Rate,EnergyAustralia,NSW,,,2643.44223,,,39.31587,kVA,14:00,20:00,day,Peak,18.32402,14:00,20:00,day,Shoulder_1,15.38075,7:00,14:00,day,Shoulder_2,15.38075,20:00,22:00,day,Off_peak_3,10.96975,0:00,7:00,day,Off_Peak_1,10.96975,22:00,23:59,day,Off_peak_2,10.96975,0:00,23:59,end,,,,,,,,,,,,,,,,8,,,,,
EA305_TOU9_FIT8,combined,,,TOU_Demand,Flat_Rate,EnergyAustralia,NSW,,,2643.44223,,,39.31587,kVA,14:00,20:00,day,Peak,17.22402,14:00,20:00,day,Shoulder_1,14.28075,7:00,14:00,day,Shoulder_2,14.28075,20:00,22:00,day,Off_peak_3,10.41975,0:00,7:00,day,Off_Peak_1,10.41975,22:00,23:59,day,Off_peak_2,10.41975,0:00,23:59,end,,,,,,,,,,,,,,,,8,,,,,
EA310_TOU10_FIT12,combined,,,TOU_Demand,Flat_Rate,EnergyAustralia,NSW,,,2643.44223,,,39.31587,kVA,14:00,20:00,day,Peak,17.7199,14:00,20:00,day,Shoulder_1,15.19672,7:00,14:00,day,Shoulder_2,15.19672,20:00,22:00,day,Off_peak_3,11.10681,0:00,7:00,day,Off_Peak_1,11.10681,22:00,23:59,day,Off_peak_2,11.10681,0:00,23:59,end,,,,,,,,,,,,,,,,12,,,,,
EA310_TOU9_FIT12,combined,,,TOU_Demand,Flat_Rate,EnergyAustralia,NSW,,,2643.44223,,,39.31587,kVA,14:00,20:00,day,Peak,16.6199,14:00,20:00,day,Shoulder_1,14.09672,7:00,14:00,day,Shoulder_2,14.09672,20:00,22:00,day,Off_peak_3,10.55681,0:00,7:00,day,Off_Peak_1,10.55681,22:00,23:59,day,Off_peak_2,10.55681,0:00,23:59,end,,,,,,,,,,,,,,,,12,,,,,
EA305_TOU10_FIT12,combined,,,TOU_Demand,Flat_Rate,EnergyAustralia,NSW,,,2643.44223,,,39.31587,kVA,14:00,20:00,day,Peak,18.32402,14:00,20:00,day,Shoulder_1,15.38075,7:00,14:00,day,Shoulder_2,15.38075,20:00,22:00,day,Off_peak_3,10.96975,0:00,7:00,day,Off_Peak_1,10.96975,22:00,23:59,day,Off_peak_2,10.96975,0:00,23:59,end,,,,,,,,,,,,,,,,12,,,,,
EA305_TOU9_FIT12,combined,,,TOU_Demand,Flat_Rate,EnergyAustralia,NSW,,,2643.44223,,,39.31587,kVA,14:00,20:00,day,Peak,17.22402,14:00,20:00,day,Shoulder_1,14.28075,7:00,14:00,day,Shoulder_2,14.28075,20:00,22:00,day,Off_peak_3,10.41975,0:00,7:00,day,Off_Peak_1,10.41975,22:00,23:59,day,Off_peak_2,10.41975,0:00,23:59,end,,,,,,,,,,,,,,,,12,,,,,
EA310_TOU12,combined,,,TOU_Demand,Zero_Rate,EnergyAustralia,NSW,,,2643.44223,,,39.31587,kVA,14:00,20:00,day,Peak,19.9199,14:00,20:00,day,Shoulder_1,17.39672,7:00,14:00,day,Shoulder_2,17.39672,20:00,22:00,day,Off_peak_3,13.30681,0:00,7:00,day,Off_Peak_1,13.30681,22:00,23:59,day,Off_peak_2,13.30681,0:00,23:59,end,,,,,,,,,,,,,,,,0,,,,,
EA305_TOU12,combined,,,TOU_Demand,Zero_Rate,EnergyAustralia,NSW,,,2643.44223,,,39.31587,kVA,14:00,20:00,day,Peak,20.52402,14:00,20:00,day,Shoulder_1,17.58075,7:00,14:00,day,Shoulder_2,17.58075,20:00,22:00,day,Off_peak_3,13.16975,0:00,7:00,day,Off_Peak_1,13.16975,22:00,23:59,day,Off_peak_2,13.16975,0:00,23:59,end,,,,,,,,,,,,,,,,0,,,,,
EA310_TOU12_FIT8,combined,,,TOU_Demand,Flat_Rate,EnergyAustralia,NSW,,,2643.44223,,,39.31587,kVA,14:00,20:00,day,Peak,19.9199,14:00,20:00,day,Shoulder_1,17.39672,7:00,14:00,day,Shoulder_2,17.39672,20:00,22:00,day,Off_peak_3,13.30681,0:00,7:00,day,Off_Peak_1,13.30681,22:00,23:59,day,Off_peak_2,13.30681,0:00,23:59,end,,,,,,,,,,,,,,,,8,,,,,
EA305_TOU12_FIT8,combined,,,TOU_Demand,Flat_Rate,EnergyAustralia,NSW,,,2643.44223,,,39.31587,kVA,14:00,20:00,day,Peak,20.52402,14:00,20:00,day,Shoulder_1,17.58075,7:00,14:00,day,Shoulder_2,17.58075,20:00,22:00,day,Off_peak_3,13.16975,0:00,7:00,day,Off_Peak_1,13.16975,22:00,23:59,day,Off_peak_2,13.16975,0:00,23:59,end,,,,,,,,,,,,,,,,8,,,,,
EA310_TOU12_FIT12,combined,,,TOU_Demand,Flat_Rate,EnergyAustralia,NSW,,,2643.44223,,,39.31587,kVA,14:00,20:00,day,Peak,19.9199,14:00,20:00,day,Shoulder_1,17.39672,7:00,14:00,day,Shoulder_2,17.39672,20:00,22:00,day,Off_peak_3,13.30681,0:00,7:00,day,Off_Peak_1,13.30681,22:00,23:59,day,Off_peak_2,13.30681,0:00,23:59,end,,,,,,,,,,,,,,,,12,,,,,
EA305_TOU12_FIT12,combined,,,TOU_Demand,Flat_Rate,EnergyAustralia,NSW,,,2643.44223,,,39.31587,kVA,14:00,20:00,day,Peak,20.52402,14:00,20:00,day,Shoulder_1,17.58075,7:00,14:00,day,Shoulder_2,17.58075,20:00,22:00,day,Off_peak_3,13.16975,0:00,7:00,day,Off_Peak_1,13.16975,22:00,23:59,day,Off_peak_2,13.16975,0:00,23:59,end,,,,,,,,,,,,,,,,12,,,,,
