timestamp,TIDNULL,EASO_Flat,EASO_TOU,EASO_TOU_5pc,EASO_TOU_10pc,EASO_TOU_15pc,EASO_TOU_20pc,EASO_TOU_25pc,EASO_TOU_30pc,EASO_TOU_35pc,EASO_TOU_40pc,EASO_Flat_GP,EASO_TOU_GP,TID_demand_example,tid_discount,EA025_7c,EA305_7c,EA310_7c,EA025_9.5c,EA305_9.5c,EA310_9.5c,EA025_11.5c,EA305_11.5c,EA310_11.5c,EA310_9.5c_FIT,EA310_11.5c_FIT,EA305_9.5c_FIT,EA305_11.5c_FIT,EA010,EA025,EA030,EA040,EA050,EA225,EA302,EA305,EA310,TIDXX1,EA_ES_SB_PS_TOU,EASO_BB_SB_PS_TOU,EA_BS_SB_PS_TOU,EA_FR_SB_PS_TOU,STS_15,STS_20,STS_25,STS_30,STS_35,STS_40,STC_15,STC_20,SBTd_15
2013-01-01 00:00:00,0,32.285,16.764,15.9258,15.0876,14.2494,13.4112,12.573,11.7348,10.8966,10.0584,40.755,25.234,0.0,-4000.0,9.7045,8.3888,8.5258,12.2045,10.8888,11.0258,14.2045,12.8888,13.0258,11.0258,13.0258,10.8888,12.8888,11.2959,2.7045,1.9274,5.0894,11.0892,2.0583,1.6127,1.3888,1.5258,20.0,13.3584,16.698,14.86122,14.19,51.3315,48.312,45.2925,42.273,39.2535,36.234,14.2494,13.4112,14.2494
2013-01-01 00:30:00,0,32.285,16.764,15.9258,15.0876,14.2494,13.4112,12.573,11.7348,10.8966,10.0584,40.755,25.234,0.0,-4000.0,9.7045,8.3888,8.5258,12.2045,10.8888,11.0258,14.2045,12.8888,13.0258,11.0258,13.0258,10.8888,12.8888,11.2959,2.7045,1.9274,5.0894,11.0892,2.0583,1.6127,1.3888,1.5258,20.0,13.3584,16.698,14.86122,14.19,51.3315,48.312,45.2925,42.273,39.2535,36.234,14.2494,13.4112,14.2494
2013-01-01 01:00:00,0,32.285,16.764,15.9258,15.0876,14.2494,13.4112,12.573,11.7348,10.8966,10.0584,40.755,25.234,0.0,-4000.0,9.7045,8.3888,8.5258,12.2045,10.8888,11.0258,14.2045,12.8888,13.0258,11.0258,13.0258,10.8888,12.8888,11.2959,2.7045,1.9274,5.0894,11.0892,2.0583,1.6127,1.3888,1.5258,20.0,13.3584,16.698,14.86122,14.19,51.3315,48.312,45.2925,42.273,39.2535,36.234,14.2494,13.4112,14.2494
2013-01-01 01:30:00,0,32.285,16.764,15.9258,15.0876,14.2494,13.4112,12.573,11.7348,10.8966,10.0584,40.755,25.234,0.0,-4000.0,9.7045,8.3888,8.5258,12.2045,10.8888,11.0258,14.2045,12.8888,13.0258,11.0258,13.0258,10.8888,12.8888,11.2959,2.7045,1.9274,5.0894,11.0892,2.0583,1.6127,1.3888,1.5258,20.0,13.3584,16.698,14.86122,14.19,51.3315,48.312,45.2925,42.273,39.2535,36.234,14.2494,13.4112,14.2494
2013-01-01 02:00:00,0,32.285,16.764,15.9258,15.0876,14.2494,13.4112,12.573,11.7348,10.8966,10.0584,40.755,25.234,0.0,-4000.0,9.7045,8.3888,8.5258,12.2045,10.8888,11.0258,14.2045,12.8888,13.0258,11.0258,13.0258,10.8888,12.8888,11.2959,2.7045,1.9274,5.0894,11.0892,2.0583,1.6127,1.3888,1.5258,20.0,13.3584,16.698,14.86122,14.19,51.3315,48.312,45.2925,42.273,39.2535,36.234,14.2494,13.4112,14.2494
2013-01-01 02:30:00,0,32.285,16.764,15.9258,15.0876,14.2494,13.4112,12.573,11.7348,10.8966,10.0584,40.755,25.234,0.0,-4000.0,9.7045,8.3888,8.5258,12.2045,10.8888,11.0258,14.2045,12.8888,13.0258,11.0258,13.0258,10.8888,12.8888,11.2959,2.7045,1.9274,5.0894,11.0892,2.0583,1.6127,1.3888,1.5258,20.0,13.3584,16.698,14.86122,14.19,51.3315,48.312,45.2925,42.273,39.2535,36.234,14.2494,13.4112,14.2494
2013-01-01 03:00:00,0,32.285,16.764,15.9258,15.0876,14.2494,13.4112,12.573,11.7348,10.8966,10.0584,40.755,25.234,0.0,-4000.0,9.7045,8.3888,8.5258,12.2045,10.8888,11.0258,14.2045,12.8888,13.0258,11.0258,13.0258,10.8888,12.8888,11.2959,2.7045,1.9274,5.0894,11.0892,2.0583,1.6127,1.3888,1.5258,20.0,13.3584,16.698,14.86122,14.19,51.3315,48.312,45.2925,42.273,39.2535,36.234,14.2494,13.4112,14.2494
2013-01-01 03:30:00,0,32.285,16.764,15.9258,15.0876,14.2494,13.4112,12.573,11.7348,10.8966,10.0584,40.755,25.234,0.0,-4000.0,9.7045,8.3888,8.5258,12.2045,10.8888,11.0258,14.2045,12.8888,13.0258,11.0258,13.0258,10.8888,12.8888,11.2959,2.7045,1.9274,5.0894,11.0892,2.0583,1.6127,1.3888,1.5258,20.0,13.3584,16.698,14.86122,14.19,51.3315,48.312,45.2925,42.273,39.2535,36.234,14.2494,13.4112,14.2494
2013-01-01 04:00:00,0,32.285,16.764,15.9258,15.0876,14.2494,13.4112,12.573,11.7348,10.8966,10.0584,40.755,25.234,0.0,-4000.0,9.7045,8.3888,8.5258,12.2045,10.8888,11.0258,14.2045,12.8888,13.0258,11.0258,13.0258,10.8888,12.8888,11.2959,2.7045,1.9274,5.0894,11.0892,2.0583,1.6127,1.3888,1.5258,20.0,13.3584,16.698,14.86122,14.19,51.3315,48.312,45.2925,42.273,39.2535,36.234,14.2494,13.4112,14.2494
2013-01-01 04:30:00,0,32.285,16.764,15.9258,15.0876,14.2494,13.4112,12.573,11.7348,10.8966,10.0584,40.755,25.234,0.0,-4000.0,9.7045,8.3888,8.5258,12.2045,10.8888,11.0258,14.2045,12.8888,13.0258,11.0258,13.0258,10.8888,12.8888,11.2959,2.7045,1.9274,5.0894,11.0892,2.0583,1.6127,1.3888,1.5258,20.0,13.3584,16.698,14.86122,14.19,51.3315,48.312,45.2925,42.273,39.2535,36.234,14.2494,13.4112,14.2494
2013-01-01 05:00:00,0,32.285,16.764,15.9258,15.0876,14.2494,13.4112,12.573,11.7348,10.8966,10.0584,40.755,25.234,0.0,-4000.0,9.7045,8.3888,8.5258,12.2045,10.8888,11.0258,14.2045,12.8888,13.0258,11.0258,13.0258,10.8888,12.8888,11.2959,2.7045,1.9274,5.0894,11.0892,2.0583,1.6127,1.3888,1.5258,20.0,13.3584,16.698,14.86122,14.19,51.3315,48.312,45.2925,42.273,39.2535,36.234,14.2494,13.4112,14.2494
2013-01-01 05:30:00,0,32.285,16.764,15.9258,15.0876,14.2494,13.4112,12.573,11.7348,10.8966,10.0584,40.755,25.234,0.0,-4000.0,9.7045,8.3888,8.5258,12.2045,10.8888,11.0258,14.2045,12.8888,13.0258,11.0258,13.0258,10.8888,12.8888,11.2959,2.7045,1.9274,5.0894,11.0892,2.0583,1.6127,1.3888,1.5258,20.0,13.3584,16.698,14.86122,14.19,51.3315,48.312,45.2925,42.273,39.2535,36.234,14.2494,13.4112,14.2494
2013-01-01 06:00:00,0,32.285,16.764,15.9258,15.0876,14.2494,13.4112,12.573,11.7348,10.8966,10.0584,40.755,25.234,0.0,-4000.0,9.7045,8.3888,8.5258,12.2045,10.8888,11.0258,14.2045,12.8888,13.0258,11.0258,13.0258,10.8888,12.8888,11.2959,2.7045,1.9274,5.0894,11.0892,2.0583,1.6127,1.3888,1.5258,20.0,13.3584,16.698,14.86122,14.19,51.3315,48.312,45.2925,42.273,39.2535,36.234,14.2494,13.4112,14.2494
2013-01-01 06:30:00,0,32.285,16.764,15.9258,15.0876,14.2494,13.4112,12.573,11.7348,10.8966,10.0584,40.755,25.234,0.0,-4000.0,9.7045,8.3888,8.5258,12.2045,10.8888,11.0258,14.2045,12.8888,13.0258,11.0258,13.0258,10.8888,12.8888,11.2959,2.7045,1.9274,5.0894,11.0892,2.0583,1.6127,1.3888,1.5258,20.0,13.3584,16.698,14.86122,14.19,23.3376,21.9648,20.592,19.2192,17.8464,16.473599999999998,14.2494,13.4112,14.2494
2013-01-01 07:00:00,0,32.285,16.764,15.9258,15.0876,14.2494,13.4112,12.573,11.7348,10.8966,10.0584,40.755,25.234,0.0,-4000.0,9.7045,8.3888,8.5258,12.2045,10.8888,11.0258,14.2045,12.8888,13.0258,11.0258,13.0258,10.8888,12.8888,11.2959,2.7045,1.9274,5.0894,11.0892,2.0583,1.6127,1.3888,1.5258,20.0,13.3584,16.698,14.86122,14.19,23.3376,21.9648,20.592,19.2192,17.8464,16.473599999999998,14.2494,13.4112,14.2494
2013-01-01 07:30:00,0,32.285,27.456,26.0832,24.7104,23.3376,21.9648,20.592,19.2192,17.8464,16.473599999999998,40.755,35.926,0.0,-4000.0,12.082,9.4998,9.3157,14.582,11.9998,11.8157,16.582,13.9998,13.8157,11.8157,13.8157,11.9998,13.9998,11.2959,5.082,1.9274,5.0894,11.0892,6.7003,2.6681,2.4998,2.3157,20.0,24.112,30.14,26.8246,25.619,23.3376,21.9648,20.592,19.2192,17.8464,16.473599999999998,23.3376,21.9648,23.3376
2013-01-01 08:00:00,0,32.285,27.456,26.0832,24.7104,23.3376,21.9648,20.592,19.2192,17.8464,16.473599999999998,40.755,35.926,0.0,-4000.0,12.082,9.4998,9.3157,14.582,11.9998,11.8157,16.582,13.9998,13.8157,11.8157,13.8157,11.9998,13.9998,11.2959,5.082,1.9274,5.0894,11.0892,6.7003,2.6681,2.4998,2.3157,20.0,24.112,30.14,26.8246,25.619,23.3376,21.9648,20.592,19.2192,17.8464,16.473599999999998,23.3376,21.9648,23.3376
2013-01-01 08:30:00,0,32.285,27.456,26.0832,24.7104,23.3376,21.9648,20.592,19.2192,17.8464,16.473599999999998,40.755,35.926,0.0,-4000.0,12.082,9.4998,9.3157,14.582,11.9998,11.8157,16.582,13.9998,13.8157,11.8157,13.8157,11.9998,13.9998,11.2959,5.082,1.9274,5.0894,11.0892,6.7003,2.6681,2.4998,2.3157,20.0,24.112,30.14,26.8246,25.619,23.3376,21.9648,20.592,19.2192,17.8464,16.473599999999998,23.3376,21.9648,23.3376
2013-01-01 09:00:00,0,32.285,27.456,26.0832,24.7104,23.3376,21.9648,20.592,19.2192,17.8464,16.473599999999998,40.755,35.926,0.0,-4000.0,12.082,9.4998,9.3157,14.582,11.9998,11.8157,16.582,13.9998,13.8157,11.8157,13.8157,11.9998,13.9998,11.2959,5.082,1.9274,5.0894,11.0892,6.7003,2.6681,2.4998,2.3157,20.0,24.112,30.14,26.8246,25.619,23.3376,21.9648,20.592,19.2192,17.8464,16.473599999999998,23.3376,21.9648,23.3376
2013-01-01 09:30:00,0,32.285,27.456,26.0832,24.7104,23.3376,21.9648,20.592,19.2192,17.8464,16.473599999999998,40.755,35.926,0.0,-4000.0,12.082,9.4998,9.3157,14.582,11.9998,11.8157,16.582,13.9998,13.8157,11.8157,13.8157,11.9998,13.9998,11.2959,5.082,1.9274,5.0894,11.0892,6.7003,2.6681,2.4998,2.3157,20.0,24.112,30.14,26.8246,25.619,23.3376,21.9648,20.592,19.2192,17.8464,16.473599999999998,23.3376,21.9648,23.3376
2013-01-01 10:00:00,0,32.285,27.456,26.0832,24.7104,23.3376,21.9648,20.592,19.2192,17.8464,16.473599999999998,40.755,35.926,0.0,-4000.0,12.082,9.4998,9.3157,14.582,11.9998,11.8157,16.582,13.9998,13.8157,11.8157,13.8157,11.9998,13.9998,11.2959,5.082,1.9274,5.0894,11.0892,6.7003,2.6681,2.4998,2.3157,20.0,24.112,30.14,26.8246,25.619,23.3376,21.9648,20.592,19.2192,17.8464,16.473599999999998,23.3376,21.9648,23.3376
2013-01-01 10:30:00,0,32.285,27.456,26.0832,24.7104,23.3376,21.9648,20.592,19.2192,17.8464,16.473599999999998,40.755,35.926,0.0,-4000.0,12.082,9.4998,9.3157,14.582,11.9998,11.8157,16.582,13.9998,13.8157,11.8157,13.8157,11.9998,13.9998,11.2959,5.082,1.9274,5.0894,11.0892,6.7003,2.6681,2.4998,2.3157,20.0,24.112,30.14,26.8246,25.619,14.2494,13.4112,12.573,11.7348,10.8966,10.0584,14.2494,13.4112,10.625
2013-01-01 11:00:00,0,32.285,27.456,26.0832,24.7104,23.3376,21.9648,20.592,19.2192,17.8464,16.473599999999998,40.755,35.926,0.0,-4000.0,12.082,9.4998,9.3157,14.582,11.9998,11.8157,16.582,13.9998,13.8157,11.8157,13.8157,11.9998,13.9998,11.2959,5.082,1.9274,5.0894,11.0892,6.7003,2.6681,2.4998,2.3157,20.0,24.112,30.14,26.8246,25.619,14.2494,13.4112,12.573,11.7348,10.8966,10.0584,14.2494,13.4112,10.625
2013-01-01 11:30:00,0,32.285,27.456,26.0832,24.7104,23.3376,21.9648,20.592,19.2192,17.8464,16.473599999999998,40.755,35.926,0.0,-4000.0,12.082,9.4998,9.3157,14.582,11.9998,11.8157,16.582,13.9998,13.8157,11.8157,13.8157,11.9998,13.9998,11.2959,5.082,1.9274,5.0894,11.0892,6.7003,2.6681,2.4998,2.3157,20.0,24.112,30.14,26.8246,25.619,14.2494,13.4112,12.573,11.7348,10.8966,10.0584,14.2494,13.4112,10.625
2013-01-01 12:00:00,0,32.285,27.456,26.0832,24.7104,23.3376,21.9648,20.592,19.2192,17.8464,16.473599999999998,40.755,35.926,0.0,-4000.0,12.082,9.4998,9.3157,14.582,11.9998,11.8157,16.582,13.9998,13.8157,11.8157,13.8157,11.9998,13.9998,11.2959,5.082,1.9274,5.0894,11.0892,6.7003,2.6681,2.4998,2.3157,20.0,24.112,30.14,26.8246,25.619,14.2494,13.4112,12.573,11.7348,10.8966,10.0584,14.2494,13.4112,10.625
2013-01-01 12:30:00,0,32.285,27.456,26.0832,24.7104,23.3376,21.9648,20.592,19.2192,17.8464,16.473599999999998,40.755,35.926,0.0,-4000.0,12.082,9.4998,9.3157,14.582,11.9998,11.8157,16.582,13.9998,13.8157,11.8157,13.8157,11.9998,13.9998,11.2959,5.082,1.9274,5.0894,11.0892,6.7003,2.6681,2.4998,2.3157,20.0,24.112,30.14,26.8246,25.619,14.2494,13.4112,12.573,11.7348,10.8966,10.0584,14.2494,13.4112,10.625
2013-01-01 13:00:00,0,32.285,27.456,26.0832,24.7104,23.3376,21.9648,20.592,19.2192,17.8464,16.473599999999998,40.755,35.926,0.0,-4000.0,12.082,9.4998,9.3157,14.582,11.9998,11.8157,16.582,13.9998,13.8157,11.8157,13.8157,11.9998,13.9998,11.2959,5.082,1.9274,5.0894,11.0892,6.7003,2.6681,2.4998,2.3157,20.0,24.112,30.14,26.8246,25.619,14.2494,13.4112,12.573,11.7348,10.8966,10.0584,14.2494,13.4112,10.625
2013-01-01 13:30:00,0,32.285,27.456,26.0832,24.7104,23.3376,21.9648,20.592,19.2192,17.8464,16.473599999999998,40.755,35.926,0.0,-4000.0,12.082,9.4998,9.3157,14.582,11.9998,11.8157,16.582,13.9998,13.8157,11.8157,13.8157,11.9998,13.9998,11.2959,5.082,1.9274,5.0894,11.0892,6.7003,2.6681,2.4998,2.3157,20.0,24.112,30.14,26.8246,25.619,14.2494,13.4112,12.573,11.7348,10.8966,10.0584,14.2494,13.4112,10.625
2013-01-01 14:00:00,0,32.285,27.456,26.0832,24.7104,23.3376,21.9648,20.592,19.2192,17.8464,16.473599999999998,40.755,35.926,0.0,-4000.0,12.082,9.4998,9.3157,14.582,11.9998,11.8157,16.582,13.9998,13.8157,11.8157,13.8157,11.9998,13.9998,11.2959,5.082,1.9274,5.0894,11.0892,6.7003,2.6681,2.4998,2.3157,20.0,24.112,30.14,26.8246,25.619,14.2494,13.4112,12.573,11.7348,10.8966,10.0584,14.2494,13.4112,10.625
2013-01-01 14:30:00,0,32.285,60.39,57.3705,54.351000000000006,51.3315,48.312,45.2925,42.273,39.2535,36.234,40.755,68.86,0.0,-4000.0,35.23699999999999,12.443,11.8389,37.737,14.943,14.3389,39.737,16.942999999999998,16.3389,14.3389,16.3389,14.943,16.942999999999998,11.2959,28.237,1.9274,5.0894,11.0892,24.0568,5.9357,5.443,4.8389,20.0,46.288,57.86,51.4954,49.181,23.3376,21.9648,20.592,19.2192,17.8464,16.473599999999998,51.3315,48.312,51.3315
2013-01-01 15:00:00,0,32.285,60.39,57.3705,54.351000000000006,51.3315,48.312,45.2925,42.273,39.2535,36.234,40.755,68.86,0.0,-4000.0,35.23699999999999,12.443,11.8389,37.737,14.943,14.3389,39.737,16.942999999999998,16.3389,14.3389,16.3389,14.943,16.942999999999998,11.2959,28.237,1.9274,5.0894,11.0892,24.0568,5.9357,5.443,4.8389,20.0,46.288,57.86,51.4954,49.181,23.3376,21.9648,20.592,19.2192,17.8464,16.473599999999998,51.3315,48.312,51.3315
2013-01-01 15:30:00,0,32.285,60.39,57.3705,54.351000000000006,51.3315,48.312,45.2925,42.273,39.2535,36.234,40.755,68.86,0.0,-4000.0,35.23699999999999,12.443,11.8389,37.737,14.943,14.3389,39.737,16.942999999999998,16.3389,14.3389,16.3389,14.943,16.942999999999998,11.2959,28.237,1.9274,5.0894,11.0892,24.0568,5.9357,5.443,4.8389,20.0,46.288,57.86,51.4954,49.181,23.3376,21.9648,20.592,19.2192,17.8464,16.473599999999998,51.3315,48.312,51.3315
2013-01-01 16:00:00,0,32.285,60.39,57.3705,54.351000000000006,51.3315,48.312,45.2925,42.273,39.2535,36.234,40.755,68.86,0.0,-4000.0,35.23699999999999,12.443,11.8389,37.737,14.943,14.3389,39.737,16.942999999999998,16.3389,14.3389,16.3389,14.943,16.942999999999998,11.2959,28.237,1.9274,5.0894,11.0892,24.0568,5.9357,5.443,4.8389,20.0,46.288,57.86,51.4954,49.181,23.3376,21.9648,20.592,19.2192,17.8464,16.473599999999998,51.3315,48.312,51.3315
2013-01-01 16:30:00,0,32.285,60.39,57.3705,54.351000000000006,51.3315,48.312,45.2925,42.273,39.2535,36.234,40.755,68.86,0.0,-4000.0,35.23699999999999,12.443,11.8389,37.737,14.943,14.3389,39.737,16.942999999999998,16.3389,14.3389,16.3389,14.943,16.942999999999998,11.2959,28.237,1.9274,5.0894,11.0892,24.0568,5.9357,5.443,4.8389,20.0,46.288,57.86,51.4954,49.181,23.3376,21.9648,20.592,19.2192,17.8464,16.473599999999998,51.3315,48.312,51.3315
2013-01-01 17:00:00,0,32.285,60.39,57.3705,54.351000000000006,51.3315,48.312,45.2925,42.273,39.2535,36.234,40.755,68.86,0.0,-4000.0,35.23699999999999,12.443,11.8389,37.737,14.943,14.3389,39.737,16.942999999999998,16.3389,14.3389,16.3389,14.943,16.942999999999998,11.2959,28.237,1.9274,5.0894,11.0892,24.0568,5.9357,5.443,4.8389,20.0,46.288,57.86,51.4954,49.181,23.3376,21.9648,20.592,19.2192,17.8464,16.473599999999998,51.3315,48.312,51.3315
2013-01-01 17:30:00,0,32.285,60.39,57.3705,54.351000000000006,51.3315,48.312,45.2925,42.273,39.2535,36.234,40.755,68.86,0.0,-4000.0,35.23699999999999,12.443,11.8389,37.737,14.943,14.3389,39.737,16.942999999999998,16.3389,14.3389,16.3389,14.943,16.942999999999998,11.2959,28.237,1.9274,5.0894,11.0892,24.0568,5.9357,5.443,4.8389,20.0,46.288,57.86,51.4954,49.181,23.3376,21.9648,20.592,19.2192,17.8464,16.473599999999998,51.3315,48.312,51.3315
2013-01-01 18:00:00,0,32.285,60.39,57.3705,54.351000000000006,51.3315,48.312,45.2925,42.273,39.2535,36.234,40.755,68.86,0.0,-4000.0,35.23699999999999,12.443,11.8389,37.737,14.943,14.3389,39.737,16.942999999999998,16.3389,14.3389,16.3389,14.943,16.942999999999998,11.2959,28.237,1.9274,5.0894,11.0892,24.0568,5.9357,5.443,4.8389,20.0,46.288,57.86,51.4954,49.181,23.3376,21.9648,20.592,19.2192,17.8464,16.473599999999998,51.3315,48.312,51.3315
2013-01-01 18:30:00,0,32.285,60.39,57.3705,54.351000000000006,51.3315,48.312,45.2925,42.273,39.2535,36.234,40.755,68.86,0.0,-4000.0,35.23699999999999,12.443,11.8389,37.737,14.943,14.3389,39.737,16.942999999999998,16.3389,14.3389,16.3389,14.943,16.942999999999998,11.2959,28.237,1.9274,5.0894,11.0892,24.0568,5.9357,5.443,4.8389,20.0,46.288,57.86,51.4954,49.181,51.3315,48.312,45.2925,42.273,39.2535,36.234,51.3315,48.312,51.3315
2013-01-01 19:00:00,0,32.285,60.39,57.3705,54.351000000000006,51.3315,48.312,45.2925,42.273,39.2535,36.234,40.755,68.86,0.0,-4000.0,35.23699999999999,12.443,11.8389,37.737,14.943,14.3389,39.737,16.942999999999998,16.3389,14.3389,16.3389,14.943,16.942999999999998,11.2959,28.237,1.9274,5.0894,11.0892,24.0568,5.9357,5.443,4.8389,20.0,46.288,57.86,51.4954,49.181,51.3315,48.312,45.2925,42.273,39.2535,36.234,51.3315,48.312,51.3315
2013-01-01 19:30:00,0,32.285,60.39,57.3705,54.351000000000006,51.3315,48.312,45.2925,42.273,39.2535,36.234,40.755,68.86,0.0,-4000.0,35.23699999999999,12.443,11.8389,37.737,14.943,14.3389,39.737,16.942999999999998,16.3389,14.3389,16.3389,14.943,16.942999999999998,11.2959,28.237,1.9274,5.0894,11.0892,24.0568,5.9357,5.443,4.8389,20.0,46.288,57.86,51.4954,49.181,51.3315,48.312,45.2925,42.273,39.2535,36.234,51.3315,48.312,51.3315
2013-01-01 20:00:00,0,32.285,60.39,57.3705,54.351000000000006,51.3315,48.312,45.2925,42.273,39.2535,36.234,40.755,68.86,0.0,-4000.0,35.23699999999999,12.443,11.8389,37.737,14.943,14.3389,39.737,16.942999999999998,16.3389,14.3389,16.3389,14.943,16.942999999999998,11.2959,28.237,1.9274,5.0894,11.0892,24.0568,5.9357,5.443,4.8389,20.0,46.288,57.86,51.4954,49.181,51.3315,48.312,45.2925,42.273,39.2535,36.234,51.3315,48.312,51.3315
2013-01-01 20:30:00,0,32.285,16.764,15.9258,15.0876,14.2494,13.4112,12.573,11.7348,10.8966,10.0584,40.755,25.234,0.0,-4000.0,12.082,9.4998,9.3157,14.582,11.9998,11.8157,16.582,13.9998,13.8157,11.8157,13.8157,11.9998,13.9998,11.2959,5.082,1.9274,5.0894,11.0892,6.7003,2.6681,2.4998,2.3157,20.0,24.112,30.14,26.8246,25.619,51.3315,48.312,45.2925,42.273,39.2535,36.234,14.2494,13.4112,14.2494
2013-01-01 21:00:00,0,32.285,16.764,15.9258,15.0876,14.2494,13.4112,12.573,11.7348,10.8966,10.0584,40.755,25.234,0.0,-4000.0,12.082,9.4998,9.3157,14.582,11.9998,11.8157,16.582,13.9998,13.8157,11.8157,13.8157,11.9998,13.9998,11.2959,5.082,1.9274,5.0894,11.0892,6.7003,2.6681,2.4998,2.3157,20.0,24.112,30.14,26.8246,25.619,51.3315,48.312,45.2925,42.273,39.2535,36.234,14.2494,13.4112,14.2494
2013-01-01 21:30:00,0,32.285,16.764,15.9258,15.0876,14.2494,13.4112,12.573,11.7348,10.8966,10.0584,40.755,25.234,0.0,-4000.0,12.082,9.4998,9.3157,14.582,11.9998,11.8157,16.582,13.9998,13.8157,11.8157,13.8157,11.9998,13.9998,11.2959,5.082,1.9274,5.0894,11.0892,6.7003,2.6681,2.4998,2.3157,20.0,24.112,30.14,26.8246,25.619,51.3315,48.312,45.2925,42.273,39.2535,36.234,14.2494,13.4112,14.2494
2013-01-01 22:00:00,0,32.285,16.764,15.9258,15.0876,14.2494,13.4112,12.573,11.7348,10.8966,10.0584,40.755,25.234,0.0,-4000.0,12.082,9.4998,9.3157,14.582,11.9998,11.8157,16.582,13.9998,13.8157,11.8157,13.8157,11.9998,13.9998,11.2959,5.082,1.9274,5.0894,11.0892,6.7003,2.6681,2.4998,2.3157,20.0,24.112,30.14,26.8246,25.619,51.3315,48.312,45.2925,42.273,39.2535,36.234,14.2494,13.4112,14.2494
2013-01-01 22:30:00,0,32.285,16.764,15.9258,15.0876,14.2494,13.4112,12.573,11.7348,10.8966,10.0584,40.755,25.234,0.0,-4000.0,9.7045,8.3888,8.5258,12.2045,10.8888,11.0258,14.2045,12.8888,13.0258,11.0258,13.0258,10.8888,12.8888,11.2959,2.7045,1.9274,5.0894,11.0892,2.0583,1.6127,1.3888,1.5258,20.0,13.3584,16.698,14.86122,14.19,51.3315,48.312,45.2925,42.273,39.2535,36.234,14.2494,13.4112,14.2494
2013-01-01 23:00:00,0,32.285,16.764,15.9258,15.0876,14.2494,13.4112,12.573,11.7348,10.8966,10.0584,40.755,25.234,0.0,-4000.0,9.7045,8.3888,8.5258,12.2045,10.8888,11.0258,14.2045,12.8888,13.0258,11.0258,13.0258,10.8888,12.8888,11.2959,2.7045,1.9274,5.0894,11.0892,2.0583,1.6127,1.3888,1.5258,20.0,13.3584,16.698,14.86122,14.19,51.3315,48.312,45.2925,42.273,39.2535,36.234,14.2494,13.4112,14.2494
